"danceability","energy","loudness","mode","key","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","virality"
0.718,0.403,-11.064,"0","2",0.205,0.263,1.56e-06,0.228,0.636,129.582,"4",177856,"Yes"
0.68,0.729,-5.077,"1","5",0.0475,0.612,0,0.224,0.446,123.97,"4",179867,"Yes"
0.88,0.751,-4.258,"0","7",0.0874,0.177,6.43e-05,0.106,0.884,117.948,"4",157606,"Yes"
0.651,0.631,-5.717,"0","6",0.0896,0.519,0.000579,0.165,0.35,127.994,"4",154424,"Yes"
0.92,0.833,-3.18,"1","1",0.253,0.0277,0,0.0596,0.645,141.034,"4",165726,"No"
0.71,0.68,-4.676,"1","1",0.106,0.0078,0.0165,0.0493,0.571,129.971,"4",194253,"Yes"
0.915,0.556,-8.601,"1","1",0.216,0.0145,0.000179,0.0733,0.67,148.964,"4",170947,"No"
0.861,0.82,-4.807,"0","1",0.0728,0.032,4.76e-06,0.0706,0.781,118.04,"4",187571,"No"
0.695,0.818,-5.379,"0","5",0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,"4",182693,"No"
0.726,0.431,-8.765,"0","8",0.135,0.731,0,0.696,0.348,144.026,"4",173333,"Yes"
0.817,0.635,-7.246,"1","5",0.163,0.323,0,0.0738,0.454,138.015,"4",129241,"No"
0.613,0.581,-8.588,"0","0",0.0424,0.537,0.000345,0.25,0.551,130.033,"4",239560,"No"
0.879,0.733,-3.953,"0","11",0.142,0.216,0,0.274,0.913,117.039,"4",147692,"No"
0.876,0.312,-10.17,"1","7",0.0521,0.443,0,0.247,0.377,114.973,"4",197217,"No"
0.728,0.431,-9.966,"0","6",0.0622,0.749,0,0.0996,0.629,130.022,"4",147800,"Yes"
0.611,0.797,-7.627,"0","6",0.0533,0.00543,0.00137,0.26,0.518,120.041,"4",218107,"No"
0.66,0.639,-5.364,"0","10",0.223,0.129,0,0.256,0.75,173.994,"4",141673,"No"
0.674,0.774,-7.567,"0","11",0.0892,0.0686,0.00188,0.393,0.33,112.05,"4",176547,"No"
0.676,0.525,-5.88,"1","9",0.028,0.617,0,0.356,0.421,112.011,"4",210000,"No"
0.816,0.59,-5.961,"0","2",0.121,0.0854,0,0.108,0.612,100.137,"4",222961,"No"
0.767,0.481,-8.52,"0","0",0.0803,0.234,0,0.269,0.761,150.076,"4",171375,"No"
0.906,0.604,-8.332,"0","11",0.0746,0.329,0,0.255,0.899,99.996,"4",144013,"No"
0.711,0.592,-7.136,"0","4",0.23,0.758,0,0.156,0.535,124.749,"4",141224,"Yes"
0.688,0.716,-5.702,"1","7",0.0385,0.0969,0,0.0989,0.373,116.912,"3",284480,"No"
0.586,0.893,-8.772,"1","7",0.439,0.827,0.642,0.212,0.65,140.023,"3",116630,"No"
0.716,0.531,-7.355,"1","7",0.122,0.0703,0,0.224,0.344,71.994,"4",386907,"No"
0.764,0.705,-5.279,"0","3",0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,"4",196520,"No"
0.736,0.279,-16.926,"0","9",0.903,0.65,0.000312,0.246,0.476,76.431,"4",154550,"No"
0.701,0.716,-3.671,"0","7",0.0361,0.174,0,0.324,0.732,91.007,"4",140533,"Yes"
0.738,0.621,-7.313,"1","0",0.0486,0.424,7.39e-06,0.692,0.715,113.968,"4",136839,"Yes"
0.707,0.955,-4.593,"0","10",0.222,0.127,0,0.202,0.575,125.989,"4",134240,"Yes"
0.785,0.431,-8.756,"0","10",0.0364,0.123,0,0.0887,0.236,127.085,"4",159382,"Yes"
0.662,0.657,-10.002,"1","7",0.0345,0.288,0.856,0.102,0.0584,117.986,"4",390639,"No"
0.923,0.795,-3.61,"0","11",0.117,0.0394,0.000565,0.101,0.588,123.021,"4",242133,"No"
0.632,0.639,-5.938,"1","5",0.0259,0.00143,0,0.221,0.733,95.506,"4",196893,"No"
0.674,0.882,-2.771,"0","3",0.0477,0.000441,6.47e-05,0.068,0.682,123.016,"4",205733,"No"
0.357,0.425,-7.301,"1","5",0.0333,0.584,0,0.322,0.27,102.078,"3",198040,"No"
0.785,0.652,-2.607,"1","0",0.0668,0.102,0,0.0697,0.484,170.024,"4",203093,"No"
0.774,0.554,-7.909,"1","0",0.0383,0.207,0,0.132,0.349,99.034,"4",162547,"Yes"
0.727,0.729,-2.99,"1","0",0.326,0.171,0,0.07,0.512,117.932,"4",284733,"No"
0.513,0.69,-4.986,"1","0",0.0341,0.51,0,0.102,0.777,96.881,"4",145920,"No"
0.874,0.487,-6.032,"1","2",0.194,0.237,0,0.0978,0.371,106.052,"4",163173,"No"
0.484,0.632,-6.917,"1","5",0.0976,0.695,0.0243,0.209,0.0736,126.384,"3",214558,"No"
0.719,0.803,-3.834,"1","4",0.0795,0.0148,4e-06,0.29,0.712,142.966,"4",133995,"Yes"
0.71,0.404,-10.04,"0","1",0.379,0.484,0,0.0953,0.398,139.553,"4",165853,"No"
0.754,0.677,-4.399,"0","6",0.0316,0.112,0,0.111,0.254,124.988,"4",220779,"No"
0.621,0.601,-5.616,"0","6",0.148,0.0522,0,0.46,0.457,116.735,"5",163636,"Yes"
0.546,0.468,-8.167,"1","5",0.0287,0.153,0.00257,0.321,0.416,73.372,"4",177493,"No"
0.822,0.871,-4.095,"1","1",0.214,0.00567,0.391,0.101,0.648,145.062,"4",140527,"No"
0.387,0.132,-15.142,"1","5",0.0386,0.914,0.000707,0.281,0.323,100,"4",195493,"No"
0.842,0.597,-6.336,"1","2",0.0627,0.00252,0,0.124,0.298,145.992,"4",215307,"Yes"
0.621,0.873,-3.067,"0","5",0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,"4",237800,"No"
0.924,0.386,-8.183,"1","9",0.0548,0.755,0.00253,0.118,0.424,108.957,"4",179125,"Yes"
0.794,0.793,-4.521,"0","11",0.0842,0.0125,0,0.0952,0.677,123.941,"4",183290,"Yes"
0.619,0.45,-11.965,"0","7",0.515,0.433,0,0.513,0.41,179.755,"4",194000,"Yes"
0.689,0.516,-5.857,"1","8",0.0444,0.513,0,0.163,0.209,124.876,"4",190920,"Yes"
0.664,0.573,-6.519,"1","5",0.0277,0.613,0.000363,0.0857,0.566,76.023,"4",160097,"No"
0.665,0.417,-6.731,"0","1",0.524,0.374,0,0.186,0.04,110.111,"4",215320,"No"
0.511,0.93,-3.649,"1","2",0.0441,0.0056,0,0.242,0.673,75.01,"4",219813,"No"
0.551,0.756,-4.948,"1","2",0.0652,0.0511,0,0.0765,0.618,175.984,"4",205733,"No"
0.66,0.689,-2.671,"0","4",0.0337,0.0884,0,0.0922,0.427,127.98,"4",221075,"No"
0.848,0.694,-4.272,"1","1",0.0572,0.0493,1.15e-05,0.105,0.728,130.075,"4",251013,"No"
0.974,0.472,-11.848,"0","11",0.447,0.0488,0.000157,0.116,0.806,126.065,"4",110063,"Yes"
0.673,0.649,-8.433,"0","1",0.196,0.188,0,0.122,0.47,153.075,"4",153800,"No"
0.497,0.349,-8.749,"0","9",0.0877,0.967,0.037,0.228,0.251,140.551,"1",80842,"No"
0.606,0.799,-4.452,"1","9",0.0261,0.0128,0,0.15,0.638,103.014,"4",232907,"Yes"
0.758,0.436,-7.269,"1","0",0.0418,0.618,1.61e-05,0.335,0.605,104.959,"4",192080,"No"
0.849,0.599,-8.164,"1","6",0.227,0.00301,0.000249,0.0763,0.761,126.003,"4",238507,"Yes"
0.897,0.513,-6.973,"0","10",0.309,0.571,0,0.101,0.692,139.935,"4",137744,"Yes"
0.856,0.641,-4.64,"0","11",0.204,0.119,4.97e-06,0.427,0.745,111.004,"4",206221,"No"
0.69,0.786,-2.959,"1","2",0.0692,0.229,0,0.0797,0.583,100.049,"4",263173,"No"
0.615,0.711,-5.507,"1","11",0.0779,0.0444,0,0.145,0.711,144.036,"4",221253,"No"
0.801,0.505,-5.829,"1","11",0.293,0.0446,9.52e-06,0.122,0.757,161.059,"4",156443,"No"
0.91,0.402,-9.55,"1","1",0.0857,0.0297,0.00018,0.0801,0.825,135.993,"4",216267,"No"
0.388,0.338,-10.054,"1","10",0.0329,0.652,3.73e-06,0.248,0.478,177.765,"4",303373,"No"
0.771,0.654,-6.976,"0","8",0.298,0.055,0,0.214,0.573,155.047,"4",224955,"No"
0.977,0.39,-10.025,"1","1",0.302,0.214,6.06e-06,0.058,0.962,124.036,"4",281313,"No"
0.418,0.441,-11.522,"0","11",0.283,0.029,0.0707,0.306,0.172,175.928,"4",319467,"No"
0.839,0.683,-9.232,"0","10",0.165,0.00667,0,0.241,0.522,120.003,"4",159955,"Yes"
0.682,0.683,-6.444,"0","8",0.0287,0.156,2.32e-05,0.273,0.64,120.023,"4",178000,"No"
0.689,0.412,-7.523,"0","7",0.0301,0.488,0.00016,0.0659,0.537,126.754,"4",184060,"No"
0.447,0.848,-6.175,"1","2",0.222,0.033,7.46e-05,0.65,0.485,172.253,"4",205200,"No"
0.893,0.296,-15.774,"1","1",0.907,0.00348,0,0.176,0.321,130.145,"4",147697,"No"
0.802,0.591,-4.895,"1","8",0.225,0.0104,0,0.196,0.309,139.864,"4",157712,"Yes"
0.746,0.486,-7.004,"1","10",0.0344,0.222,1.41e-06,0.123,0.417,92.057,"4",233228,"No"
0.866,0.438,-8.943,"1","7",0.0719,0.177,0,0.0743,0.695,129.039,"4",223258,"No"
0.813,0.601,-7.552,"0","11",0.116,0.189,2e-04,0.426,0.855,118.981,"4",177479,"No"
0.655,0.789,-3.995,"1","4",0.0489,0.423,0,0.13,0.66,92.968,"4",52867,"No"
0.696,0.375,-7.543,"1","3",0.493,0.27,0,0.269,0.688,101.073,"4",351467,"No"
0.847,0.656,-4.976,"1","2",0.115,0.00451,0.000854,0.143,0.234,114.001,"4",154787,"Yes"
0.686,0.541,-4.993,"0","0",0.0493,0.042,0,0.0675,0.724,120.082,"4",112493,"No"
0.763,0.604,-5.754,"1","1",0.114,0.0838,0,0.261,0.18,147.893,"4",116757,"No"
0.734,0.692,-6.227,"0","2",0.0555,0.0221,0,0.224,0.348,77.994,"4",149145,"Yes"
0.768,0.652,-2.708,"0","1",0.307,0.113,0,0.107,0.777,154.187,"4",144935,"No"
0.714,0.845,-4.234,"0","7",0.0856,0.199,0.00762,0.372,0.51,75.985,"4",229671,"Yes"
0.905,0.521,-4.318,"1","1",0.443,0.213,3.87e-05,0.175,0.533,131.115,"4",179871,"No"
0.598,0.526,-8.659,"0","10",0.0415,0.129,0,0.14,0.529,123.935,"4",168387,"Yes"
0.847,0.573,-6.032,"1","0",0.253,0.00739,0.0149,0.0845,0.332,99.919,"4",137595,"Yes"
0.863,0.667,-3.891,"1","0",0.0508,0.0154,0.000341,0.125,0.892,120.011,"4",208867,"No"
0.732,0.668,-6.768,"1","2",0.0444,0.775,5.23e-06,0.224,0.705,111.001,"4",242327,"No"
0.822,0.66,-3.637,"1","1",0.0819,0.111,0,0.143,0.802,113.956,"4",265263,"No"
0.744,0.422,-8.946,"1","1",0.294,0.0319,0.00011,0.11,0.493,180.006,"4",202667,"No"
0.928,0.392,-7.537,"0","3",0.0563,0.0374,0,0.107,0.454,102.023,"4",177866,"No"
0.879,0.498,-6.027,"0","4",0.18,0.239,0,0.0967,0.405,106.044,"4",163173,"No"
0.874,0.443,-9.628,"0","5",0.241,0.147,0,0.124,0.298,118.004,"4",235988,"No"
0.831,0.427,-6.903,"1","2",0.106,0.0531,0,0.307,0.216,93.004,"4",235320,"No"
0.896,0.586,-6.687,"0","10",0.0559,0.104,0,0.79,0.642,116.971,"4",196653,"Yes"
0.891,0.657,-5.552,"0","10",0.165,0.00833,0.0026,0.054,0.453,125.995,"4",230657,"No"
0.843,0.39,-7.899,"1","2",0.0846,0.178,0,0.137,0.495,129.972,"4",160627,"Yes"
0.738,0.799,-7.036,"1","7",0.0556,0.249,0,0.35,0.882,142.094,"4",61466,"No"
0.946,0.269,-10.061,"1","1",0.567,0.018,0.068,0.108,0.0999,125.95,"4",100000,"No"
0.746,0.691,-7.533,"0","4",0.0403,0.184,0.0259,0.205,0.888,119.982,"4",258453,"No"
0.616,0.426,-8.399,"1","9",0.0421,0.634,0,0.0695,0.589,110.395,"4",143613,"No"
0.786,0.712,-5.349,"0","3",0.0678,0.0706,0,0.236,0.795,130.144,"4",180231,"No"
0.68,0.32,-7.544,"0","10",0.0289,0.954,0,0.0948,0.769,108.07,"4",115227,"No"
0.657,0.574,-9.484,"0","1",0.0407,0.016,8.1e-05,0.172,0.211,119.992,"4",281080,"No"
0.376,0.43,-6.585,"0","0",0.0328,0.0902,0,0.0912,0.129,77.599,"3",177323,"No"
0.617,0.717,-7.858,"0","10",0.153,0.00564,0,0.408,0.49,103.992,"4",311867,"No"
0.629,0.692,-8.045,"1","5",0.0376,0.00981,0.331,0.603,0.453,162.948,"4",167916,"No"
0.645,0.705,-5.008,"1","1",0.299,0.000813,0,0.128,0.376,137.133,"4",229670,"Yes"
0.729,0.675,-5.292,"0","5",0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,"4",215200,"No"
0.91,0.617,-10.234,"1","0",0.0847,0.258,0,0.122,0.572,104.972,"4",166857,"No"
0.606,0.544,-8.36,"0","9",0.0593,0.0481,0,0.0916,0.456,86.013,"4",196800,"No"
0.688,0.316,-15.548,"0","9",0.0357,0.631,0,0.387,0.688,128.084,"4",195631,"No"
0.517,0.747,-4.74,"0","6",0.296,0.0189,7.35e-06,0.0821,0.506,102.033,"4",171980,"No"
0.675,0.609,-5.027,"0","7",0.0586,0.084,0,0.0957,0.378,120.039,"4",208729,"No"
0.738,0.563,-5.467,"0","5",0.11,0.113,0,0.191,0.876,134.132,"4",248133,"No"
0.765,0.579,-7.051,"1","10",0.0496,0.0107,0.362,0.15,0.855,142.065,"4",115352,"No"
0.866,0.211,-12.676,"0","11",0.0404,0.974,0,0.0987,0.198,101.295,"4",163902,"No"
0.715,0.872,-3.835,"1","2",0.0509,0.00351,3.84e-05,0.107,0.748,93.043,"4",200947,"No"
0.834,0.454,-9.75,"0","1",0.201,0.321,6.15e-06,0.114,0.837,81.618,"4",247059,"Yes"
0.77,0.724,-5.484,"1","8",0.0495,0.0167,0.0107,0.353,0.898,121.975,"4",176840,"Yes"
0.652,0.631,-5.718,"0","6",0.0893,0.524,0.000579,0.165,0.35,127.998,"4",154424,"Yes"
0.755,0.578,-8.932,"0","0",0.145,0.316,0,0.25,0.581,94.148,"4",176960,"No"
0.696,0.454,-6.756,"0","1",0.153,0.123,0,0.155,0.136,92.928,"4",260640,"No"
0.785,0.776,-5.259,"1","2",0.0312,0.729,0,0.181,0.967,121.505,"4",148040,"No"
0.964,0.595,-6.887,"0","1",0.109,0.0248,5.14e-06,0.0405,0.629,128.593,"4",261880,"Yes"
0.695,0.701,-6.435,"1","0",0.0281,0.0187,0.0464,0.251,0.58,133,"4",272507,"No"
0.754,0.568,-8.719,"1","10",0.344,0.0635,0.00932,0.118,0.175,159.947,"4",83940,"Yes"
0.814,0.635,-6.609,"0","7",0.0809,0.0935,0,0.0892,0.784,87.581,"4",200774,"Yes"
0.769,0.479,-5.339,"1","1",0.0385,0.66,0,0.0914,0.803,96.051,"4",164640,"No"
0.548,0.816,-4.209,"1","0",0.0465,0.122,0,0.335,0.557,95.39,"4",174000,"Yes"
0.449,0.585,-6.761,"1","5",0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,"4",278719,"No"
0.917,0.657,-5.716,"1","8",0.0921,0.318,3.62e-06,0.0754,0.818,131.03,"4",165733,"No"
0.718,0.484,-10.376,"1","11",0.523,0.312,0,0.127,0.692,113.855,"4",142044,"No"
0.698,0.633,-4.946,"1","8",0.0597,0.0605,0.000194,0.0926,0.552,96.924,"4",232187,"No"
0.81,0.538,-5.784,"0","0",0.0356,0.528,0,0.0951,0.828,109.97,"4",266840,"Yes"
0.776,0.503,-5.732,"0","0",0.237,0.874,0,0.112,0.473,110.134,"4",210285,"No"
0.42,0.656,-6.776,"0","11",0.0678,0.494,0,0.36,0.448,110.457,"4",346436,"Yes"
0.834,0.663,-6.143,"1","8",0.133,0.235,0,0.372,0.774,121.876,"4",146523,"No"
0.632,0.683,-6.434,"1","7",0.0383,0.163,0.00013,0.847,0.701,105.955,"4",197213,"No"
0.807,0.783,-3.115,"1","5",0.0964,0.351,0,0.14,0.592,127.996,"4",195213,"No"
0.744,0.614,-3.908,"0","1",0.0838,0.00685,0.334,0.0708,0.774,131.994,"4",383547,"No"
0.659,0.628,-8.685,"0","0",0.179,0.186,0,0.105,0.262,94.05,"4",219427,"No"
0.883,0.415,-8.571,"0","6",0.174,0.35,0,0.063,0.318,76.986,"4",155867,"Yes"
0.453,0.538,-8.212,"1","1",0.0638,0.449,0,0.19,0.516,122.973,"4",204533,"Yes"
0.732,0.413,-6.353,"1","9",0.0702,0.287,0,0.0565,0.761,92.066,"4",154456,"No"
0.934,0.658,-8.052,"1","0",0.108,0.411,0.000738,0.0809,0.344,110.015,"4",117363,"Yes"
0.68,0.826,-5.487,"1","0",0.0309,0.0212,1.24e-05,0.543,0.644,118.051,"4",215627,"No"
0.64,0.355,-10.599,"1","5",0.0906,0.83,0.000938,0.11,0.451,120.063,"4",148640,"Yes"
0.611,0.688,-5.688,"1","1",0.341,0.0264,0,0.251,0.393,178.462,"4",132303,"No"
0.928,0.372,-10.393,"1","1",0.321,0.0202,9.6e-06,0.0948,0.732,112.458,"4",174933,"No"
0.367,0.665,-2.821,"1","1",0.0465,0.145,0,0.113,0.31,148.913,"4",229147,"No"
0.602,0.923,-3.763,"1","5",0.044,0.0098,0,0.0561,0.765,136.01,"4",216013,"No"
0.487,0.617,-6.9,"1","0",0.275,0.0151,0,0.356,0.604,132.088,"4",232368,"No"
0.56,0.674,-6.048,"1","10",0.0446,0.698,0,0.123,0.421,119.942,"4",197933,"No"
0.877,0.503,-10.269,"0","7",0.22,0.164,0.0132,0.102,0.529,100.069,"4",144000,"Yes"
0.831,0.499,-8.442,"0","11",0.114,0.269,0,0.3,0.511,97.956,"4",220487,"No"
0.604,0.151,-23.928,"0","7",0.883,0.821,4.98e-05,0.0867,0.216,209.082,"3",37632,"Yes"
0.512,0.771,-7.006,"1","4",0.0402,0.168,0,0.0895,0.803,129.639,"4",160907,"No"
0.698,0.542,-4.317,"1","2",0.131,0.132,0.00117,0.199,0.664,140.096,"4",165391,"No"
0.784,0.298,-9.56,"0","5",0.0542,0.125,3.19e-05,0.0678,0.846,87.172,"4",279240,"No"
0.763,0.803,-3.713,"1","1",0.0351,0.0709,0.285,0.348,0.561,103.04,"3",229640,"No"
0.822,0.743,-4.772,"0","10",0.28,0.016,0,0.127,0.636,84.459,"4",242001,"No"
0.98,0.413,-11.052,"0","8",0.101,0.671,7.95e-05,0.17,0.764,119.993,"4",180139,"Yes"
0.773,0.75,-4.009,"0","8",0.117,0.109,0,0.174,0.783,123.426,"4",220587,"No"
0.894,0.627,-9.408,"1","7",0.639,0.0758,0,0.108,0.383,139.91,"4",118075,"No"
0.465,0.446,-8.336,"0","10",0.0433,0.102,0,0.321,0.131,121.801,"4",177773,"No"
0.694,0.801,-4.503,"0","9",0.0441,0.00124,0,0.479,0.646,119.969,"4",249280,"No"
0.648,0.827,-4.78,"0","9",0.042,0.00533,0.338,0.217,0.598,176.005,"4",230895,"No"
0.891,0.538,-6.724,"1","2",0.394,0.123,0,0.0848,0.643,80.032,"4",107404,"No"
0.799,0.66,-6.153,"0","1",0.079,0.256,0,0.111,0.471,140.04,"4",195429,"No"
0.702,0.597,-7.067,"1","2",0.207,0.587,3.62e-06,0.112,0.383,85.016,"4",181852,"No"
0.685,0.61,-5.221,"0","0",0.0439,0.323,0,0.102,0.323,94.384,"3",186467,"No"
0.954,0.696,-7.117,"0","10",0.204,0.00576,0.000498,0.0754,0.432,100.036,"4",139413,"Yes"
0.898,0.733,-4.75,"1","7",0.178,0.0533,0.000115,0.102,0.295,96.51,"4",237493,"No"
0.654,0.81,-6.26,"0","4",0.0288,0.00719,0.00251,0.165,0.661,114.623,"4",200307,"No"
0.876,0.479,-6.687,"0","4",0.44,0.703,0,0.102,0.776,133.858,"4",115200,"No"
0.822,0.655,-8.316,"1","9",0.0363,0.205,0.000535,0.1,0.518,106.977,"4",215387,"No"
0.646,0.823,-4.123,"0","2",0.0394,0.213,0,0.322,0.418,128.035,"4",227267,"No"
0.56,0.78,-4.895,"0","5",0.0517,0.00244,0,0.0714,0.602,93.516,"4",157507,"No"
0.695,0.642,-6.13,"0","1",0.194,0.238,0,0.359,0.316,128.022,"4",209848,"Yes"
0.928,0.696,-4.972,"0","4",0.0866,0.331,0.000119,0.121,0.396,94.994,"4",165938,"No"
0.497,0.825,-6.772,"1","2",0.278,0.00166,0.000284,0.361,0.812,87.943,"4",68586,"No"
0.714,0.594,-10.63,"1","0",0.43,0.965,0.255,0.129,0.45,169.837,"4",158436,"No"
0.792,0.583,-8.305,"0","8",0.027,0.023,0.582,0.0809,0.54,102.979,"4",209709,"No"
0.725,0.668,-7.286,"0","5",0.055,0.0932,2.33e-06,0.112,0.566,82.966,"4",176787,"No"
0.839,0.473,-7.835,"0","10",0.0607,0.641,0.000459,0.0939,0.0644,98.732,"4",135016,"No"
0.816,0.401,-8.041,"1","7",0.22,0.464,0,0.0657,0.678,129.041,"4",180672,"No"
0.626,0.79,-4.302,"1","2",0.0311,0.135,3.97e-06,0.0989,0.416,119.082,"4",235767,"No"
0.588,0.742,-6.757,"1","8",0.0528,0.0162,3.98e-06,0.653,0.824,125.819,"4",228173,"No"
0.746,0.653,-6.745,"1","7",0.289,0.378,0,0.229,0.672,75.016,"4",253107,"Yes"
0.686,0.805,-6.816,"0","11",0.154,0.00478,1.09e-06,0.0887,0.289,130.981,"4",154567,"No"
0.893,0.61,-5.691,"0","4",0.0488,0.0227,0.00744,0.102,0.778,136.64,"4",60000,"No"
0.934,0.439,-9.564,"0","4",0.338,0.00506,0,0.092,0.289,140.022,"4",118776,"No"
0.689,0.701,-9.477,"0","6",0.237,0.314,0,0.123,0.37,94.982,"4",151579,"No"
0.785,0.425,-6.665,"1","10",0.137,0.0335,4.36e-06,0.108,0.192,174.028,"4",166627,"No"
0.47,0.436,-10.228,"1","0",0.0351,0.67,0.263,0.294,0.0389,81.972,"3",248056,"No"
0.913,0.603,-4.892,"1","8",0.226,0.0272,0.000503,0.167,0.497,123.061,"4",234093,"No"
0.316,0.63,-5.963,"1","5",0.117,0.471,0.262,0.205,0.313,89.643,"1",153294,"Yes"
0.925,0.659,-4.763,"1","3",0.231,0.206,7.88e-05,0.279,0.71,97.018,"4",214227,"No"
0.432,0.612,-8.846,"0","11",0.211,0.00185,0,0.308,0.253,88.716,"4",205333,"No"
0.769,0.637,-6.4,"1","8",0.0572,0.0476,6.15e-05,0.35,0.361,79.016,"4",234945,"Yes"
0.776,0.509,-6.266,"0","0",0.467,0.192,1.49e-06,0.115,0.485,94.634,"4",129371,"Yes"
0.712,0.564,-6.527,"1","8",0.047,0.0266,0,0.0874,0.411,95.95,"4",207747,"No"
0.932,0.547,-7.787,"0","0",0.333,0.0388,0,0.0924,0.695,94.998,"4",176640,"No"
0.746,0.717,-4.841,"0","9",0.179,0.199,0,0.132,0.523,150.964,"4",179133,"No"
0.896,0.78,-3.547,"1","1",0.202,0.0828,0,0.0857,0.85,106.032,"4",163019,"No"
0.877,0.747,-5.873,"1","4",0.365,0.0288,0,0.273,0.679,145.162,"4",205296,"No"
0.91,0.444,-8.126,"0","1",0.344,0.022,0,0.137,0.53,149.953,"4",276333,"No"
0.76,0.794,-4.311,"0","10",0.344,0.263,0.00324,0.0996,0.583,165.99,"4",109595,"No"
0.824,0.854,-5.312,"1","8",0.177,0.016,4.95e-05,0.117,0.896,95.114,"4",210329,"Yes"
0.874,0.443,-9.628,"0","5",0.241,0.147,0,0.124,0.298,118.004,"4",235988,"No"
0.78,0.766,-7.72,"1","0",0.07,0.0181,0.00172,0.342,0.441,96.011,"4",77049,"No"
0.604,0.0458,-19.031,"1","4",0.0762,0.973,0,0.0963,0.617,76.235,"3",187709,"No"
0.872,0.872,-6.328,"1","1",0.139,0.0476,0.00112,0.0543,0.809,116.948,"4",223080,"No"
0.946,0.671,-5.534,"1","0",0.0724,0.204,0,0.178,0.731,100.013,"4",164880,"No"
0.602,0.881,-5.875,"0","1",0.0443,0.00462,0.0266,0.111,0.577,125.012,"4",467587,"No"
0.8,0.658,-6.142,"0","1",0.079,0.25,0,0.111,0.462,140.042,"4",195429,"No"
0.631,0.696,-5.631,"0","0",0.211,0.578,0,0.0784,0.927,173.537,"4",192177,"Yes"
0.515,0.479,-7.458,"1","3",0.0261,0.544,0.00598,0.191,0.284,88.964,"4",209274,"No"
0.407,0.416,-8.915,"0","6",0.174,0.656,0,0.0981,0.246,176.947,"4",175467,"No"
0.736,0.62,-8.481,"0","0",0.11,0.0577,0.692,0.318,0.959,150.026,"4",201990,"Yes"
0.781,0.721,-9.133,"0","5",0.0514,0.0945,0.391,0.104,0.849,123.011,"4",250337,"No"
0.721,0.88,-3.896,"0","9",0.0454,0.191,0,0.0769,0.655,110.021,"4",202907,"No"
0.174,0.742,-5.93,"1","8",0.0485,0.00181,0.281,0.198,0.36,163.378,"4",223747,"No"
0.601,0.602,-5.763,"1","7",0.183,0.00376,3.34e-05,0.318,0.564,94.919,"4",191340,"No"
0.742,0.727,-6.914,"1","1",0.487,0.0136,0,0.259,0.774,178.401,"4",110253,"No"
0.525,0.652,-7.042,"0","5",0.28,0.278,0,0.339,0.602,127.673,"4",337640,"Yes"
0.829,0.792,-3.755,"0","2",0.0668,0.726,5.83e-06,0.122,0.758,118.05,"4",215507,"No"
0.792,0.698,-6.364,"1","1",0.172,0.489,0.0788,0.127,0.751,129.971,"4",173938,"No"
0.95,0.738,-9.504,"0","10",0.323,0.113,0.000209,0.112,0.568,104.998,"4",188735,"Yes"
